accuracy,previous_score,avg_time,difficulty_level,topic_accuracy,next_score,competency
63.96,59.33,63.1,3,70.76,66.4,Intermediate
46.97,43.12,54.3,1,41.02,44.27,Beginner
50.32,55.89,37.9,3,50.89,54.19,Beginner
53.59,49.45,80.8,1,46.92,50.69,Beginner
68.48,67.78,56.1,1,70.27,63.4,Intermediate
70.46,87.82,96.0,1,88.94,61.14,Intermediate
48.53,37.14,22.5,2,60.15,53.06,Beginner
59.51,44.7,43.9,3,65.76,61.34,Intermediate
99.0,100.0,55.7,2,93.09,100.0,Advanced
94.55,89.12,77.7,3,100.0,88.3,Advanced
68.73,66.18,63.0,2,48.48,67.98,Intermediate
60.76,54.51,61.2,1,57.73,72.78,Beginner
62.4,60.32,32.5,2,69.41,59.77,Intermediate
72.27,85.06,31.9,2,81.16,73.07,Intermediate
39.54,45.96,61.5,3,47.58,39.09,Beginner
54.85,61.75,27.7,2,58.39,50.37,Intermediate
26.63,15.3,44.4,2,24.28,41.78,Beginner
67.98,58.78,65.0,1,74.44,69.57,Intermediate
72.94,50.23,35.4,2,61.51,75.91,Intermediate
50.34,43.86,87.1,3,40.2,46.13,Beginner
91.48,99.13,79.5,1,92.22,92.31,Intermediate
35.48,39.62,23.6,3,37.56,49.59,Beginner
30.71,28.94,36.4,2,8.81,43.15,Beginner
64.49,64.31,10.0,1,69.95,69.34,Intermediate
80.94,75.43,39.3,3,90.21,77.69,Intermediate
93.68,95.32,70.3,2,92.75,96.06,Intermediate
50.82,56.95,46.7,1,79.32,56.76,Beginner
81.57,68.65,64.2,1,73.38,70.28,Intermediate
59.23,61.63,24.6,1,54.9,53.76,Beginner
56.55,64.01,71.0,3,51.81,67.35,Beginner
77.67,74.35,43.9,2,76.76,84.72,Intermediate
73.05,78.65,55.2,3,69.1,67.91,Intermediate
28.47,50.99,53.1,1,11.59,36.96,Beginner
89.53,88.7,29.6,1,82.97,88.94,Intermediate
87.6,90.75,31.9,1,86.43,91.28,Intermediate
47.49,41.58,74.4,2,62.23,47.88,Beginner
67.92,69.37,63.0,3,94.34,76.35,Intermediate
69.88,73.56,76.0,2,85.91,77.35,Intermediate
65.21,66.77,61.5,1,55.91,63.89,Beginner
48.99,40.84,57.9,3,40.64,55.18,Beginner
46.57,48.22,20.5,3,44.66,48.95,Beginner
59.49,71.19,49.6,1,80.9,70.64,Intermediate
83.45,87.04,54.5,3,81.47,86.06,Intermediate
70.87,78.57,94.1,1,54.94,65.67,Beginner
52.59,50.69,68.7,1,46.57,50.09,Beginner
75.43,81.43,85.7,1,84.52,76.16,Intermediate
5.0,7.23,67.0,2,13.28,17.12,Beginner
82.98,75.37,40.8,2,80.57,76.32,Intermediate
25.21,27.75,57.3,1,33.41,40.28,Beginner
52.75,44.82,59.7,1,25.47,56.38,Beginner
37.61,32.54,36.2,3,38.85,47.4,Beginner
34.11,35.62,47.3,3,44.43,40.79,Beginner
83.22,85.59,50.9,3,73.22,86.67,Intermediate
50.65,41.13,87.1,1,40.61,51.7,Beginner
66.93,75.36,13.4,1,44.53,73.68,Intermediate
59.06,63.64,79.1,1,78.14,60.29,Beginner
69.54,63.9,36.3,1,60.9,74.58,Intermediate
61.54,49.24,27.6,2,64.43,62.01,Intermediate
34.34,33.18,78.6,2,41.59,40.77,Beginner
79.93,76.36,69.6,2,98.07,76.71,Intermediate
50.12,51.03,80.1,2,48.28,61.41,Beginner
28.87,25.96,71.0,1,22.4,27.56,Beginner
51.44,35.38,96.2,1,53.51,51.37,Beginner
90.02,86.91,66.2,2,100.0,88.92,Intermediate
77.0,74.56,51.9,1,74.96,74.72,Intermediate
53.03,58.1,61.9,1,41.57,59.12,Beginner
53.01,47.43,79.9,2,34.53,54.87,Beginner
53.57,67.0,39.4,1,38.91,63.65,Beginner
99.0,83.71,42.0,1,100.0,92.17,Advanced
67.64,78.13,48.8,3,63.79,73.24,Intermediate
68.6,66.81,12.9,3,61.31,68.46,Intermediate
80.61,87.48,57.8,1,72.01,82.68,Intermediate
64.78,65.41,17.3,1,65.8,65.5,Intermediate
54.82,63.94,56.1,2,51.95,57.5,Beginner
56.07,52.97,72.3,1,52.8,64.72,Beginner
58.57,49.78,45.5,2,74.76,57.96,Intermediate
59.26,70.62,88.5,1,77.71,64.03,Beginner
74.55,73.64,25.8,1,55.23,69.97,Intermediate
61.04,62.81,78.8,3,64.97,66.83,Intermediate
74.65,84.53,68.5,3,65.33,71.51,Intermediate
58.39,50.13,20.7,1,55.41,55.74,Beginner
61.57,66.34,109.2,1,65.28,59.15,Beginner
20.04,15.32,53.7,1,17.48,35.32,Beginner
78.33,77.27,37.5,1,81.09,78.67,Intermediate
66.93,67.51,26.9,3,75.01,81.5,Intermediate
79.96,67.96,50.6,2,83.5,82.89,Intermediate
5.0,0.0,52.5,2,0.0,10.28,Beginner
99.0,100.0,57.1,3,91.45,100.0,Advanced
57.21,64.3,49.0,3,39.93,65.25,Beginner
82.16,81.66,67.7,3,71.92,81.73,Intermediate
39.2,41.15,47.2,1,62.75,44.89,Beginner
72.26,69.9,16.3,1,62.75,70.72,Intermediate
38.93,49.78,52.0,2,24.61,31.88,Beginner
47.52,45.92,10.0,2,51.36,57.34,Beginner
98.28,100.0,62.1,3,96.96,100.0,Advanced
56.19,65.35,35.4,2,53.84,70.72,Beginner
64.35,58.13,58.3,3,81.26,71.73,Intermediate
77.4,89.87,81.3,1,83.99,75.72,Intermediate
69.91,57.67,36.0,3,63.55,79.33,Intermediate
63.01,76.05,76.2,1,57.91,69.07,Beginner
67.3,64.32,46.3,3,61.27,81.74,Intermediate
99.0,97.06,90.1,1,100.0,96.81,Intermediate
58.85,43.73,47.7,2,55.15,61.15,Beginner
64.02,60.38,38.2,3,42.5,64.61,Intermediate
81.01,72.69,68.7,2,80.43,85.76,Intermediate
82.11,77.25,46.3,2,63.67,74.25,Intermediate
83.74,82.64,38.2,3,100.0,91.7,Advanced
72.77,80.44,45.4,2,61.19,78.48,Intermediate
37.14,38.8,54.1,2,35.2,45.68,Beginner
92.67,95.13,81.8,1,95.77,92.08,Intermediate
37.07,28.31,16.3,3,33.61,53.31,Beginner
66.05,59.01,55.5,2,62.57,74.0,Intermediate
44.91,59.3,67.5,2,49.98,45.68,Beginner
58.72,52.84,58.9,1,77.03,56.48,Intermediate
66.58,79.82,81.2,2,75.79,63.97,Intermediate
66.43,64.48,53.5,1,84.17,70.42,Intermediate
68.44,68.46,51.3,1,55.88,62.96,Intermediate
92.27,100.0,66.8,2,96.08,99.39,Intermediate
69.07,79.25,57.0,1,70.93,77.48,Intermediate
55.12,54.23,47.2,1,59.33,51.43,Beginner
79.28,76.18,65.3,2,95.8,79.83,Intermediate
83.79,83.34,41.9,1,81.14,83.19,Intermediate
35.45,38.15,42.8,1,30.58,43.92,Beginner
71.95,79.08,44.4,1,78.36,81.85,Intermediate
74.02,74.06,82.1,2,52.69,65.99,Intermediate
54.05,59.0,10.0,2,51.21,55.82,Beginner
87.51,100.0,62.9,2,85.9,86.92,Intermediate
57.0,60.05,55.7,1,45.95,50.03,Beginner
62.51,65.0,21.4,1,75.2,60.6,Intermediate
56.54,44.39,61.2,1,43.79,60.58,Beginner
60.31,39.27,64.5,2,58.68,61.81,Beginner
38.07,41.18,66.8,3,41.59,35.76,Beginner
31.2,30.44,10.0,1,47.44,51.95,Beginner
91.89,87.77,82.3,1,91.76,92.14,Intermediate
43.06,45.01,40.2,1,54.29,46.29,Beginner
40.17,39.69,68.7,2,48.58,38.37,Beginner
16.93,25.95,69.8,2,18.41,25.14,Beginner
47.22,47.91,37.5,2,34.15,50.46,Beginner
33.54,27.56,68.2,3,16.32,29.52,Beginner
92.84,100.0,47.3,2,94.12,86.99,Advanced
80.2,78.46,13.6,1,73.68,84.55,Intermediate
46.24,50.45,78.4,1,57.27,60.2,Beginner
99.0,95.18,39.5,2,100.0,100.0,Advanced
79.64,74.44,37.9,2,77.42,87.88,Intermediate
53.5,54.18,46.9,2,39.61,56.29,Beginner
10.01,10.11,60.4,2,16.14,16.69,Beginner
99.0,100.0,53.9,2,86.78,100.0,Advanced
32.21,30.06,66.0,3,23.11,49.61,Beginner
27.09,12.4,28.2,2,15.34,40.73,Beginner
80.45,76.99,40.2,3,78.79,77.62,Intermediate
99.0,100.0,52.7,1,100.0,96.68,Advanced
87.69,85.31,93.0,2,87.62,90.34,Intermediate
71.28,69.31,52.7,3,65.96,74.02,Intermediate
71.9,79.79,76.7,2,53.59,76.47,Intermediate
77.07,71.37,55.8,3,83.69,85.83,Intermediate
75.18,62.84,45.3,2,65.81,83.18,Intermediate
65.62,64.34,50.1,1,67.03,76.49,Intermediate
62.08,58.21,51.6,2,57.83,63.14,Intermediate
58.75,51.02,67.1,1,68.81,51.86,Beginner
44.92,43.52,82.5,3,43.03,53.48,Beginner
54.39,58.32,62.2,3,53.68,71.34,Beginner
26.14,26.07,78.7,1,31.97,27.19,Beginner
58.03,60.49,35.7,1,83.32,63.51,Intermediate
40.23,54.74,46.7,2,50.89,49.18,Beginner
37.93,35.19,40.5,1,36.86,42.04,Beginner
63.6,65.82,61.3,1,63.64,64.55,Beginner
87.84,83.77,47.8,2,81.54,83.27,Intermediate
78.37,71.6,69.6,2,66.97,66.41,Intermediate
28.59,23.91,36.4,1,21.96,25.63,Beginner
40.21,36.38,55.9,3,30.94,44.65,Beginner
78.82,81.69,68.7,3,86.66,89.09,Intermediate
40.35,59.14,13.7,3,27.5,46.5,Beginner
55.51,49.78,97.4,3,71.51,57.95,Beginner
71.0,67.67,49.3,1,80.03,65.98,Intermediate
40.63,40.13,14.5,1,40.88,47.32,Beginner
62.11,65.27,58.2,1,62.11,71.29,Beginner
33.32,35.43,55.7,3,26.63,47.03,Beginner
47.97,58.25,53.4,3,51.21,57.77,Beginner
66.4,46.98,74.8,2,79.45,60.23,Intermediate
28.14,9.04,69.9,3,19.7,33.78,Beginner
68.81,64.84,61.0,2,50.41,82.99,Intermediate
59.61,68.39,64.0,2,68.05,69.57,Intermediate
71.05,58.52,52.9,2,74.94,64.14,Intermediate
64.48,40.42,90.5,1,51.04,64.99,Beginner
87.28,91.85,25.4,1,78.48,88.48,Intermediate
62.5,64.45,57.8,2,52.2,60.93,Beginner
51.41,42.69,56.3,2,42.72,41.44,Beginner
62.45,54.56,71.3,2,58.56,66.04,Beginner
70.87,63.11,38.1,2,67.67,68.47,Intermediate
60.98,61.86,20.1,1,53.17,57.4,Beginner
60.81,55.8,58.1,2,51.71,61.82,Beginner
45.96,49.91,60.6,2,43.21,49.48,Beginner
46.74,23.9,84.8,2,48.75,50.95,Beginner
31.95,25.09,29.6,3,28.15,34.09,Beginner
94.99,85.98,78.1,2,100.0,94.07,Advanced
35.12,33.07,102.3,2,41.22,26.77,Beginner
46.14,41.84,47.4,3,27.05,54.32,Beginner
45.63,52.01,29.2,3,51.92,34.84,Beginner
77.9,63.02,46.9,3,85.17,79.93,Intermediate
54.1,54.46,55.3,1,48.88,61.29,Beginner
84.95,89.42,66.3,1,67.01,77.8,Intermediate
46.53,61.38,43.2,1,46.63,53.11,Beginner
65.58,61.73,86.1,1,65.49,73.27,Beginner
43.29,45.89,32.7,3,29.83,29.98,Beginner
99.0,84.57,20.2,2,81.59,98.17,Advanced
36.25,17.11,77.1,1,35.2,22.09,Beginner
66.2,72.95,10.0,1,63.4,66.19,Intermediate
72.68,72.63,50.9,1,67.67,72.82,Intermediate
68.28,77.7,117.4,2,67.28,52.92,Intermediate
56.29,45.31,54.8,2,43.06,71.34,Beginner
57.4,61.56,32.6,3,52.19,64.53,Intermediate
60.88,75.83,53.9,3,67.28,60.91,Intermediate
57.06,60.42,54.0,1,52.86,67.29,Beginner
79.28,81.49,58.2,1,59.21,68.16,Intermediate
99.0,99.07,68.2,1,93.33,89.7,Intermediate
48.85,36.28,34.2,2,36.01,39.15,Beginner
32.6,43.45,88.8,3,35.81,50.8,Beginner
58.23,53.35,59.9,2,62.06,63.57,Beginner
99.0,100.0,69.5,2,79.09,100.0,Intermediate
43.93,31.42,42.4,2,53.03,50.22,Beginner
92.78,83.35,80.7,1,79.44,94.8,Intermediate
93.55,100.0,49.9,1,100.0,92.54,Intermediate
48.93,46.15,60.6,2,48.34,54.64,Beginner
71.38,83.01,36.3,2,56.42,74.31,Intermediate
92.57,91.94,35.1,1,78.86,87.51,Intermediate
52.42,37.68,68.8,2,56.59,55.94,Beginner
55.93,63.06,46.1,3,51.23,63.1,Intermediate
48.37,43.65,37.9,2,47.21,53.16,Beginner
39.7,45.29,42.1,2,59.06,35.66,Beginner
47.01,47.22,69.0,2,38.62,43.18,Beginner
35.52,23.18,42.4,2,36.24,47.18,Beginner
60.68,62.0,52.6,3,77.72,63.99,Intermediate
44.6,62.17,55.3,3,47.85,54.54,Beginner
64.68,68.62,16.7,1,45.4,58.95,Intermediate
28.88,28.42,25.6,2,34.95,25.73,Beginner
66.62,75.22,61.7,1,52.66,62.23,Beginner
76.67,78.36,40.3,1,93.55,75.2,Intermediate
20.13,21.8,76.1,2,10.25,22.52,Beginner
67.48,58.75,74.3,3,100.0,79.85,Intermediate
84.55,86.42,69.4,2,100.0,86.87,Intermediate
35.81,44.09,91.4,1,26.25,50.04,Beginner
93.45,86.76,53.3,1,93.69,94.4,Intermediate
68.38,79.78,68.0,2,77.42,56.43,Intermediate
45.9,45.17,43.3,1,55.3,54.56,Beginner
58.88,51.78,104.0,1,64.19,48.12,Beginner
71.17,79.15,94.7,2,86.19,74.86,Intermediate
61.52,59.23,55.2,1,60.04,57.95,Beginner
70.78,76.85,62.7,2,66.37,85.97,Intermediate
41.59,39.25,82.2,3,37.42,56.9,Beginner
63.39,62.91,52.1,1,73.69,59.87,Intermediate
31.73,35.67,41.9,2,36.11,36.42,Beginner
57.78,60.1,72.5,2,61.27,62.62,Beginner
41.92,25.96,56.6,2,51.46,51.75,Beginner
45.29,36.32,58.7,2,20.68,49.84,Beginner
84.72,92.16,38.3,1,88.44,77.79,Intermediate
81.83,80.77,20.6,3,84.45,80.97,Intermediate
72.18,67.99,59.7,3,92.21,76.38,Intermediate
38.15,27.29,73.1,1,19.81,48.51,Beginner
53.67,45.03,50.5,1,72.36,57.95,Beginner
84.26,68.09,83.7,1,85.17,78.88,Intermediate
62.83,62.02,40.9,1,68.7,67.7,Intermediate
99.0,94.21,33.9,2,100.0,96.76,Advanced
67.87,60.13,53.7,1,74.6,73.78,Intermediate
63.84,63.3,53.3,1,68.65,79.9,Intermediate
53.82,56.73,70.4,3,56.73,57.36,Beginner
62.67,79.42,39.5,1,56.87,68.47,Beginner
56.95,44.86,82.4,3,56.61,57.92,Beginner
74.16,83.44,94.3,2,65.58,75.56,Intermediate
79.13,86.92,54.2,1,78.6,78.98,Intermediate
44.28,38.05,80.0,2,16.25,47.58,Beginner
33.38,35.0,33.9,2,38.52,53.48,Beginner
23.28,19.61,76.5,2,21.82,27.57,Beginner
70.16,71.65,75.9,1,66.13,74.07,Intermediate
37.93,50.01,72.3,2,40.57,31.32,Beginner
16.94,21.79,54.7,3,0.0,28.18,Beginner
67.77,71.84,10.0,2,90.92,77.2,Intermediate
99.0,95.56,42.2,1,97.77,93.91,Advanced
59.88,48.01,42.5,2,58.13,48.03,Intermediate
76.77,75.1,35.4,2,65.19,78.4,Intermediate
61.64,71.29,57.4,2,61.92,64.81,Intermediate
58.02,45.8,46.6,2,74.67,65.72,Intermediate
78.38,69.94,38.5,2,90.81,92.18,Intermediate
54.19,55.2,33.8,3,64.45,57.58,Intermediate
65.35,57.47,40.7,2,71.9,62.98,Intermediate
66.43,60.09,77.4,2,62.13,62.12,Intermediate
46.64,43.25,41.8,1,29.24,50.1,Beginner
79.84,68.92,44.7,3,77.43,86.33,Intermediate
56.5,48.71,45.9,3,53.67,58.71,Intermediate
44.89,50.51,61.8,1,57.47,51.97,Beginner
70.73,60.27,64.1,2,74.44,75.86,Intermediate
42.03,29.25,10.0,1,61.38,44.93,Beginner
60.56,55.52,75.4,3,74.93,60.3,Intermediate
59.82,65.67,83.7,2,54.34,60.14,Beginner
81.72,80.14,34.0,1,60.18,66.6,Intermediate
69.49,65.78,35.6,3,86.12,75.35,Intermediate
59.5,59.85,46.0,1,75.81,60.9,Intermediate
76.36,62.39,39.9,3,59.96,81.38,Intermediate
87.8,91.76,59.5,2,100.0,91.81,Intermediate
71.16,74.22,16.1,1,75.74,73.78,Intermediate
60.21,56.93,32.6,1,62.14,60.73,Intermediate
33.76,41.81,85.8,1,53.14,37.35,Beginner
38.7,29.68,36.4,2,54.83,35.18,Beginner
53.9,62.92,79.9,2,61.71,54.08,Beginner
47.81,49.05,62.1,1,53.49,50.29,Beginner
56.26,53.57,18.8,1,63.66,53.34,Intermediate
61.13,60.97,67.7,1,56.33,67.4,Beginner
70.59,69.74,52.6,2,69.93,68.99,Intermediate
58.59,68.35,45.9,2,47.76,63.2,Beginner
69.73,61.12,59.9,1,65.73,70.85,Intermediate
61.29,55.19,64.5,2,56.89,68.86,Beginner
20.49,28.78,69.2,1,12.87,30.26,Beginner
41.21,36.45,78.6,3,42.85,52.08,Beginner
57.12,64.32,63.2,3,53.23,49.91,Beginner
35.81,49.4,27.5,2,41.83,48.11,Beginner
72.0,68.78,45.5,3,52.53,85.4,Intermediate
90.62,96.07,113.9,3,89.25,87.47,Intermediate
84.38,75.15,69.5,3,85.95,89.05,Intermediate
55.73,61.77,102.4,2,52.0,50.93,Beginner
89.81,91.41,82.9,1,87.75,76.94,Intermediate
62.97,66.76,59.8,1,43.95,59.5,Beginner
53.26,48.09,61.0,1,57.54,51.76,Beginner
47.73,34.44,54.3,2,55.5,49.78,Beginner
53.95,57.98,20.2,1,59.87,49.88,Beginner
52.24,35.73,55.4,1,64.7,49.66,Beginner
63.41,60.87,79.2,2,65.83,66.27,Intermediate
63.21,70.74,43.0,1,68.96,59.53,Intermediate
60.06,61.6,63.2,2,61.93,66.52,Intermediate
68.74,84.33,72.0,3,76.99,77.33,Intermediate
83.81,92.01,36.8,2,64.89,99.39,Intermediate
78.99,73.76,46.0,2,68.27,87.43,Intermediate
30.3,30.52,34.6,2,49.34,37.34,Beginner
8.92,8.54,38.6,2,0.0,12.49,Beginner
78.69,66.03,29.2,1,77.0,80.15,Intermediate
32.66,25.14,37.0,3,46.73,42.01,Beginner
55.5,51.02,83.4,1,54.39,53.98,Beginner
36.6,20.31,36.7,1,31.74,44.37,Beginner
23.96,24.34,57.5,3,25.51,23.65,Beginner
70.83,68.84,44.9,1,66.59,69.7,Intermediate
75.18,61.8,78.6,2,75.55,80.5,Intermediate
48.47,51.7,81.2,1,40.27,48.87,Beginner
8.18,13.91,72.3,1,21.48,12.28,Beginner
49.08,50.89,61.1,1,66.15,50.32,Beginner
67.84,65.24,50.4,1,66.24,63.4,Intermediate
30.42,35.15,31.2,2,13.78,43.03,Beginner
63.67,69.11,93.9,3,57.38,62.47,Intermediate
59.69,62.15,39.8,2,57.49,64.83,Intermediate
71.59,64.99,68.3,3,77.65,78.34,Intermediate
62.39,64.6,76.2,1,50.3,57.71,Beginner
40.54,50.1,43.9,1,31.31,43.73,Beginner
83.93,79.16,75.8,1,90.06,77.76,Intermediate
56.83,73.61,70.3,2,68.1,68.63,Beginner
59.45,55.25,89.6,2,51.99,55.86,Beginner
41.33,41.59,45.6,2,25.34,42.1,Beginner
51.13,45.75,29.3,3,90.54,49.7,Intermediate
42.3,44.09,44.9,2,51.7,38.77,Beginner
56.54,42.6,59.2,2,53.34,69.57,Beginner
94.23,89.87,56.2,3,100.0,99.95,Advanced
32.56,23.83,47.1,1,31.07,36.8,Beginner
27.73,28.81,16.8,2,38.13,29.57,Beginner
89.42,97.38,64.4,2,91.34,95.72,Intermediate
55.81,60.98,94.4,2,56.91,54.4,Beginner
46.62,27.65,64.3,1,45.26,53.65,Beginner
80.8,97.13,67.2,2,63.43,77.1,Intermediate
47.89,50.25,66.4,2,71.14,48.19,Beginner
96.52,90.31,62.9,2,85.22,100.0,Intermediate
73.56,74.82,73.6,1,57.24,78.86,Intermediate
50.24,51.65,62.9,3,47.69,59.81,Beginner
99.0,93.67,48.7,3,87.46,94.78,Advanced
47.89,49.47,39.1,2,47.27,49.37,Beginner
74.84,69.98,50.0,2,83.1,77.8,Intermediate
65.99,62.75,61.3,3,77.93,65.61,Intermediate
86.03,80.54,48.7,1,95.81,93.38,Intermediate
91.23,79.77,61.3,1,87.56,75.52,Intermediate
60.64,61.81,63.8,2,61.24,59.12,Intermediate
44.93,49.61,71.7,3,49.83,48.28,Beginner
69.2,73.32,80.7,1,48.11,52.6,Beginner
46.45,53.01,56.6,3,53.29,44.35,Beginner
99.0,100.0,28.8,2,81.51,100.0,Advanced
62.73,58.47,48.1,2,87.21,65.89,Intermediate
52.69,59.41,55.9,1,47.84,63.92,Beginner
63.69,52.83,18.3,1,61.48,73.87,Intermediate
33.06,25.85,82.8,3,23.82,43.01,Beginner
40.57,32.85,57.8,3,33.01,49.2,Beginner
84.01,92.65,62.6,2,100.0,85.68,Intermediate
46.86,54.4,82.3,3,58.15,37.18,Beginner
39.06,42.96,42.4,3,20.47,37.57,Beginner
70.73,79.31,66.5,2,88.78,73.68,Intermediate
83.71,76.68,52.8,2,98.03,88.71,Intermediate
74.38,77.17,51.3,2,71.0,78.17,Intermediate
79.92,78.92,39.6,2,83.6,76.17,Intermediate
44.86,51.64,88.3,1,44.68,52.9,Beginner
31.56,30.64,47.5,2,55.23,45.93,Beginner
90.03,86.95,69.0,1,80.47,94.45,Intermediate
53.55,57.87,17.5,3,55.3,65.2,Intermediate
54.98,61.99,78.6,3,49.85,57.23,Beginner
86.56,81.22,76.0,1,69.37,92.09,Intermediate
71.12,70.64,56.9,1,97.42,72.31,Intermediate
69.12,60.65,50.5,2,54.94,74.66,Intermediate
99.0,79.02,63.0,2,100.0,100.0,Advanced
47.13,48.73,100.8,1,26.24,45.63,Beginner
78.56,83.43,19.7,2,73.77,75.11,Intermediate
61.14,63.24,70.6,1,66.2,61.76,Beginner
65.37,49.78,36.8,1,55.48,72.06,Intermediate
90.57,87.76,54.6,1,97.61,86.67,Intermediate
70.16,52.41,50.0,1,66.93,75.9,Intermediate
70.77,81.72,46.4,3,84.69,79.53,Intermediate
81.45,72.76,54.8,3,97.79,83.14,Intermediate
52.7,62.74,32.3,2,45.66,64.82,Beginner
43.22,50.78,75.6,2,44.14,45.63,Beginner
39.1,31.9,19.1,1,41.31,51.03,Beginner
20.67,11.61,65.8,2,28.11,29.62,Beginner
99.0,100.0,48.5,1,99.17,96.98,Advanced
37.94,31.18,31.6,2,40.22,37.57,Beginner
55.57,56.39,59.0,3,52.65,60.6,Beginner
54.46,50.6,23.9,1,55.85,54.88,Beginner
66.15,51.9,55.8,3,81.72,63.31,Intermediate
76.31,58.47,26.5,1,84.07,74.9,Intermediate
77.21,79.02,64.2,2,85.62,74.21,Intermediate
48.34,43.85,36.5,1,57.02,53.99,Beginner
56.66,52.23,46.0,2,54.81,67.96,Beginner
65.65,71.22,60.9,1,69.48,59.04,Intermediate
55.03,64.41,39.5,2,42.0,68.9,Beginner
92.15,89.97,53.8,2,100.0,92.0,Advanced
69.82,67.09,24.7,1,36.42,64.38,Beginner
74.7,78.7,67.6,2,73.65,81.27,Intermediate
73.26,62.4,90.3,3,86.95,74.72,Intermediate
83.47,85.25,110.8,2,67.1,81.3,Intermediate
63.62,68.04,56.8,1,68.42,62.11,Intermediate
34.06,39.51,70.8,1,25.89,32.44,Beginner
67.99,52.5,19.4,3,63.57,76.9,Intermediate
46.97,40.88,85.1,2,58.32,49.5,Beginner
49.43,42.4,70.5,2,51.8,44.85,Beginner
71.73,72.53,45.3,1,47.32,75.3,Intermediate
84.77,88.61,79.7,2,73.05,78.75,Intermediate
60.43,72.4,49.9,1,72.13,54.67,Intermediate
66.18,62.22,45.8,3,71.56,78.04,Intermediate
94.04,90.06,64.5,3,100.0,89.34,Advanced
64.82,74.01,33.7,1,85.01,51.73,Intermediate
99.0,100.0,75.4,2,94.89,100.0,Advanced
71.31,81.45,33.9,1,100.0,69.78,Intermediate
24.78,27.09,34.0,2,25.08,29.5,Beginner
75.07,65.81,36.8,3,63.51,77.17,Intermediate
67.62,56.96,70.2,2,60.02,71.6,Intermediate
85.8,73.38,42.7,1,58.71,80.42,Intermediate
73.46,78.76,28.0,1,92.75,82.44,Intermediate
57.23,66.74,42.9,3,76.37,53.8,Intermediate
35.51,50.31,54.4,2,23.33,43.34,Beginner
55.82,62.56,31.4,2,53.08,63.21,Beginner
42.99,52.29,32.0,1,44.14,40.99,Beginner
48.39,43.75,97.2,1,36.87,44.38,Beginner
71.77,62.52,37.8,3,50.71,82.13,Intermediate
93.4,100.0,48.5,2,90.87,87.98,Advanced
67.89,71.23,47.7,2,64.04,66.82,Intermediate
36.08,36.94,46.6,2,31.42,46.52,Beginner
68.89,71.99,67.4,3,71.56,73.59,Intermediate
83.93,86.52,74.0,1,100.0,72.44,Intermediate
47.8,58.07,48.9,1,44.17,60.46,Beginner
57.32,67.68,30.3,2,59.36,57.55,Intermediate
60.29,64.65,80.5,2,69.02,61.05,Intermediate
44.3,51.07,53.1,2,50.95,50.29,Beginner
72.97,77.08,89.6,3,65.59,80.88,Intermediate
57.58,53.89,10.1,2,58.74,72.74,Intermediate
68.39,74.44,58.9,1,74.96,58.96,Intermediate
42.25,31.09,93.4,3,28.71,53.83,Beginner
51.25,59.68,47.9,2,66.41,59.61,Beginner
74.45,64.89,50.5,2,91.63,75.67,Intermediate
52.54,54.83,60.9,2,43.87,61.06,Beginner
94.54,87.78,43.8,2,96.86,100.0,Advanced
52.01,56.43,48.8,1,59.71,45.55,Beginner
64.49,64.22,48.2,3,57.95,79.83,Intermediate
78.65,65.89,42.5,3,84.43,73.01,Intermediate
31.63,35.0,79.6,2,33.59,30.29,Beginner
24.78,20.16,64.2,2,7.17,29.23,Beginner
29.49,36.54,60.0,1,35.0,44.68,Beginner
85.25,85.26,71.2,1,72.05,82.58,Intermediate
48.96,52.13,49.7,1,60.23,50.85,Beginner
99.0,91.34,39.5,1,90.95,100.0,Advanced
48.72,44.0,42.9,3,46.78,53.02,Beginner
63.69,60.02,55.0,3,80.16,61.53,Intermediate
90.84,97.7,33.8,2,96.8,89.07,Advanced
99.0,100.0,45.0,2,86.05,100.0,Advanced
99.0,92.56,44.7,1,86.82,97.51,Intermediate
84.17,92.78,97.5,3,76.98,99.02,Intermediate
80.48,63.12,10.0,2,85.22,86.47,Intermediate
71.85,62.3,51.4,1,76.15,68.23,Intermediate
75.57,67.9,89.5,2,65.45,77.83,Intermediate
48.98,38.16,57.4,3,34.97,49.94,Beginner
43.64,30.97,70.1,3,47.02,46.13,Beginner
59.93,63.24,57.0,1,57.75,88.01,Beginner
56.6,54.88,41.7,3,82.48,68.18,Intermediate
50.94,53.97,10.2,1,51.37,58.03,Beginner
73.93,79.45,59.1,1,95.7,70.27,Intermediate
79.11,81.23,39.5,3,65.06,92.2,Intermediate
61.77,67.03,39.0,3,42.89,73.42,Intermediate
89.55,88.99,45.0,2,76.11,100.0,Intermediate
37.17,27.67,89.9,2,51.44,53.19,Beginner
56.13,64.59,103.1,3,77.2,49.76,Intermediate
45.66,40.95,59.3,3,36.28,45.35,Beginner
22.67,15.18,45.7,3,17.14,24.83,Beginner
58.35,56.92,31.5,2,44.32,56.02,Beginner
57.57,50.26,64.4,3,35.83,64.9,Beginner
90.27,86.93,90.7,3,98.89,89.65,Intermediate
72.62,75.37,50.1,1,75.29,85.24,Intermediate
39.52,42.3,10.0,3,39.64,57.78,Beginner
97.08,89.9,68.4,2,80.28,97.28,Intermediate
84.42,80.52,74.7,2,100.0,97.4,Intermediate
71.64,80.24,23.3,2,65.6,82.84,Intermediate
55.47,59.44,58.5,1,61.87,54.33,Beginner
